GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US29510114200,29510114200,"Census Tract 1142, St. Louis city, Missouri",545,37
1400000US29510114300,29510114300,"Census Tract 1143, St. Louis city, Missouri",621,40
1400000US29510115100,29510115100,"Census Tract 1151, St. Louis city, Missouri",435,37
1400000US29510115200,29510115200,"Census Tract 1152, St. Louis city, Missouri",454,23
1400000US29510115300,29510115300,"Census Tract 1153, St. Louis city, Missouri",529,24
1400000US29510115400,29510115400,"Census Tract 1154, St. Louis city, Missouri",575,79
1400000US29510115500,29510115500,"Census Tract 1155, St. Louis city, Missouri",480,45
1400000US29510115600,29510115600,"Census Tract 1156, St. Louis city, Missouri",424,34
1400000US29510115700,29510115700,"Census Tract 1157, St. Louis city, Missouri",525,21
1400000US29510116100,29510116100,"Census Tract 1161, St. Louis city, Missouri",505,26
1400000US29510116200,29510116200,"Census Tract 1162, St. Louis city, Missouri",547,59
1400000US29510116301,29510116301,"Census Tract 1163.01, St. Louis city, Missouri",697,58
1400000US29510116302,29510116302,"Census Tract 1163.02, St. Louis city, Missouri",490,23
1400000US29510116400,29510116400,"Census Tract 1164, St. Louis city, Missouri",496,29
1400000US29510116500,29510116500,"Census Tract 1165, St. Louis city, Missouri",565,40
1400000US29510117100,29510117100,"Census Tract 1171, St. Louis city, Missouri",584,12
1400000US29510117200,29510117200,"Census Tract 1172, St. Louis city, Missouri",614,49
1400000US29510117400,29510117400,"Census Tract 1174, St. Louis city, Missouri",630,38
1400000US29510118100,29510118100,"Census Tract 1181, St. Louis city, Missouri",505,45
1400000US29510118400,29510118400,"Census Tract 1184, St. Louis city, Missouri",299,38
1400000US29510118600,29510118600,"Census Tract 1186, St. Louis city, Missouri",678,56
1400000US29510119101,29510119101,"Census Tract 1191.01, St. Louis city, Missouri",535,135
1400000US29510119102,29510119102,"Census Tract 1191.02, St. Louis city, Missouri",901,78
1400000US29510119200,29510119200,"Census Tract 1192, St. Louis city, Missouri",439,129
1400000US29510119300,29510119300,"Census Tract 1193, St. Louis city, Missouri",802,40
1400000US29510120200,29510120200,"Census Tract 1202, St. Louis city, Missouri",636,24
1400000US29510121100,29510121100,"Census Tract 1211, St. Louis city, Missouri",555,22
1400000US29510121200,29510121200,"Census Tract 1212, St. Louis city, Missouri",247,21
1400000US29510123100,29510123100,"Census Tract 1231, St. Louis city, Missouri",591,63
1400000US29510123200,29510123200,"Census Tract 1232, St. Louis city, Missouri",625,48
1400000US29510123300,29510123300,"Census Tract 1233, St. Louis city, Missouri",661,57
1400000US29510124100,29510124100,"Census Tract 1241, St. Louis city, Missouri",517,65
1400000US29510124200,29510124200,"Census Tract 1242, St. Louis city, Missouri",490,40
1400000US29510124300,29510124300,"Census Tract 1243, St. Louis city, Missouri",511,65
1400000US29510124600,29510124600,"Census Tract 1246, St. Louis city, Missouri",488,102
1400000US29510125500,29510125500,"Census Tract 1255, St. Louis city, Missouri",961,161
1400000US29510125600,29510125600,"Census Tract 1256, St. Louis city, Missouri",856,72
1400000US29510125700,29510125700,"Census Tract 1257, St. Louis city, Missouri",490,122
1400000US29510126600,29510126600,"Census Tract 1266, St. Louis city, Missouri",313,142
1400000US29510126700,29510126700,"Census Tract 1267, St. Louis city, Missouri",483,67
1400000US29510126800,29510126800,"Census Tract 1268, St. Louis city, Missouri",667,107
1400000US29510126900,29510126900,"Census Tract 1269, St. Louis city, Missouri",514,44
1400000US29510127000,29510127000,"Census Tract 1270, St. Louis city, Missouri",494,39
1400000US29510127100,29510127100,"Census Tract 1271, St. Louis city, Missouri",450,115
1400000US29510127200,29510127200,"Census Tract 1272, St. Louis city, Missouri",594,47
1400000US29510127300,29510127300,"Census Tract 1273, St. Louis city, Missouri",636,67
1400000US29510127500,29510127500,"Census Tract 1275, St. Louis city, Missouri",657,91
1400000US29510127600,29510127600,"Census Tract 1276, St. Louis city, Missouri",599,81
