GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1400000US29510101200,29510101200,"Census Tract 1012, St. Louis city, Missouri",$-,$**
1400000US29510102200,29510102200,"Census Tract 1022, St. Louis city, Missouri",$-,$**
1400000US29510102300,29510102300,"Census Tract 1023, St. Louis city, Missouri",$-,$**
1400000US29510103400,29510103400,"Census Tract 1034, St. Louis city, Missouri",$-,$**
1400000US29510103600,29510103600,"Census Tract 1036, St. Louis city, Missouri",$-,$**
1400000US29510113500,29510113500,"Census Tract 1135, St. Louis city, Missouri",$-,$**
1400000US29510114300,29510114300,"Census Tract 1143, St. Louis city, Missouri",$-,$**
