GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US29510124100,29510124100,"Census Tract 1241, St. Louis city, Missouri",5304,690
1400000US29510124200,29510124200,"Census Tract 1242, St. Louis city, Missouri",3382,517
1400000US29510124300,29510124300,"Census Tract 1243, St. Louis city, Missouri",2964,249
1400000US29510124600,29510124600,"Census Tract 1246, St. Louis city, Missouri",1943,194
1400000US29510125500,29510125500,"Census Tract 1255, St. Louis city, Missouri",2903,316
1400000US29510125600,29510125600,"Census Tract 1256, St. Louis city, Missouri",4185,463
1400000US29510125700,29510125700,"Census Tract 1257, St. Louis city, Missouri",3752,484
1400000US29510126600,29510126600,"Census Tract 1266, St. Louis city, Missouri",3495,466
1400000US29510126700,29510126700,"Census Tract 1267, St. Louis city, Missouri",1089,199
1400000US29510126800,29510126800,"Census Tract 1268, St. Louis city, Missouri",3490,231
1400000US29510126900,29510126900,"Census Tract 1269, St. Louis city, Missouri",4590,826
1400000US29510127000,29510127000,"Census Tract 1270, St. Louis city, Missouri",2052,273
1400000US29510127100,29510127100,"Census Tract 1271, St. Louis city, Missouri",2024,247
1400000US29510127200,29510127200,"Census Tract 1272, St. Louis city, Missouri",4486,584
1400000US29510127300,29510127300,"Census Tract 1273, St. Louis city, Missouri",3527,312
1400000US29510127400,29510127400,"Census Tract 1274, St. Louis city, Missouri",5486,516
1400000US29510127500,29510127500,"Census Tract 1275, St. Louis city, Missouri",2489,268
1400000US29510127600,29510127600,"Census Tract 1276, St. Louis city, Missouri",3129,268
