GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US29510112100,29510112100,"Census Tract 1121, St. Louis city, Missouri",50823,6838
1400000US29510112200,29510112200,"Census Tract 1122, St. Louis city, Missouri",15579,3028
1400000US29510112300,29510112300,"Census Tract 1123, St. Louis city, Missouri",13084,2267
1400000US29510112400,29510112400,"Census Tract 1124, St. Louis city, Missouri",55350,14145
1400000US29510113500,29510113500,"Census Tract 1135, St. Louis city, Missouri",31294,3940
1400000US29510114101,29510114101,"Census Tract 1141.01, St. Louis city, Missouri",27491,3852
1400000US29510114102,29510114102,"Census Tract 1141.02, St. Louis city, Missouri",38398,3593
1400000US29510114200,29510114200,"Census Tract 1142, St. Louis city, Missouri",32312,3762
1400000US29510114300,29510114300,"Census Tract 1143, St. Louis city, Missouri",37645,3633
1400000US29510115100,29510115100,"Census Tract 1151, St. Louis city, Missouri",19529,2102
1400000US29510115200,29510115200,"Census Tract 1152, St. Louis city, Missouri",16697,2487
1400000US29510115300,29510115300,"Census Tract 1153, St. Louis city, Missouri",17066,1856
1400000US29510115400,29510115400,"Census Tract 1154, St. Louis city, Missouri",17739,2344
1400000US29510115500,29510115500,"Census Tract 1155, St. Louis city, Missouri",16807,5869
1400000US29510115600,29510115600,"Census Tract 1156, St. Louis city, Missouri",14332,3230
1400000US29510115700,29510115700,"Census Tract 1157, St. Louis city, Missouri",14229,3128
1400000US29510116100,29510116100,"Census Tract 1161, St. Louis city, Missouri",22827,3048
1400000US29510116200,29510116200,"Census Tract 1162, St. Louis city, Missouri",33858,5129
1400000US29510116301,29510116301,"Census Tract 1163.01, St. Louis city, Missouri",32275,5328
1400000US29510116302,29510116302,"Census Tract 1163.02, St. Louis city, Missouri",15979,3199
1400000US29510116400,29510116400,"Census Tract 1164, St. Louis city, Missouri",11480,1920
1400000US29510116500,29510116500,"Census Tract 1165, St. Louis city, Missouri",24405,3816
1400000US29510117100,29510117100,"Census Tract 1171, St. Louis city, Missouri",29703,3032
1400000US29510117200,29510117200,"Census Tract 1172, St. Louis city, Missouri",34022,7022
1400000US29510117400,29510117400,"Census Tract 1174, St. Louis city, Missouri",30298,3138
1400000US29510118100,29510118100,"Census Tract 1181, St. Louis city, Missouri",24370,5283
1400000US29510118400,29510118400,"Census Tract 1184, St. Louis city, Missouri",6225,1487
1400000US29510118600,29510118600,"Census Tract 1186, St. Louis city, Missouri",18274,2858
1400000US29510119101,29510119101,"Census Tract 1191.01, St. Louis city, Missouri",38603,7981
1400000US29510119102,29510119102,"Census Tract 1191.02, St. Louis city, Missouri",34775,5210
1400000US29510119200,29510119200,"Census Tract 1192, St. Louis city, Missouri",35994,5272
1400000US29510119300,29510119300,"Census Tract 1193, St. Louis city, Missouri",9994,1710
1400000US29510120200,29510120200,"Census Tract 1202, St. Louis city, Missouri",9575,2283
1400000US29510121100,29510121100,"Census Tract 1211, St. Louis city, Missouri",14881,3963
1400000US29510121200,29510121200,"Census Tract 1212, St. Louis city, Missouri",10134,2926
1400000US29510123100,29510123100,"Census Tract 1231, St. Louis city, Missouri",24674,2965
1400000US29510123200,29510123200,"Census Tract 1232, St. Louis city, Missouri",43823,4688
1400000US29510123300,29510123300,"Census Tract 1233, St. Louis city, Missouri",35309,4259
1400000US29510124100,29510124100,"Census Tract 1241, St. Louis city, Missouri",11528,1960
1400000US29510124200,29510124200,"Census Tract 1242, St. Louis city, Missouri",14589,2449
1400000US29510124300,29510124300,"Census Tract 1243, St. Louis city, Missouri",38232,10718
1400000US29510124600,29510124600,"Census Tract 1246, St. Louis city, Missouri",9748,1502
1400000US29510125500,29510125500,"Census Tract 1255, St. Louis city, Missouri",53584,10026
1400000US29510125600,29510125600,"Census Tract 1256, St. Louis city, Missouri",42733,6525
1400000US29510125700,29510125700,"Census Tract 1257, St. Louis city, Missouri",7527,1596
1400000US29510126600,29510126600,"Census Tract 1266, St. Louis city, Missouri",10625,1847
1400000US29510126700,29510126700,"Census Tract 1267, St. Louis city, Missouri",15036,2902
1400000US29510126800,29510126800,"Census Tract 1268, St. Louis city, Missouri",29840,2530
1400000US29510126900,29510126900,"Census Tract 1269, St. Louis city, Missouri",11653,2253
1400000US29510127000,29510127000,"Census Tract 1270, St. Louis city, Missouri",9515,1417
1400000US29510127100,29510127100,"Census Tract 1271, St. Louis city, Missouri",10848,1660
1400000US29510127200,29510127200,"Census Tract 1272, St. Louis city, Missouri",32376,4064
1400000US29510127300,29510127300,"Census Tract 1273, St. Louis city, Missouri",25228,3142
1400000US29510127400,29510127400,"Census Tract 1274, St. Louis city, Missouri",22884,4661
1400000US29510127500,29510127500,"Census Tract 1275, St. Louis city, Missouri",21908,2814
1400000US29510127600,29510127600,"Census Tract 1276, St. Louis city, Missouri",41230,3946
