GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41
1400000US29510115100,29510115100,"Census Tract 1151, St. Louis city, Missouri",894,142,127,77,65,57,61,57,38,49,9,14,14,16,4,7,62,49,17,19,10,15,0,11,10,15,0,11,7,11,45,45,35,43,0,11,0,11,35,43,10,15,767,132,441,108,180,66,52,47,50,35,78,48,261,85,326,117,32,27,0,11,0,11,0,11,0,11,32,27,294,116,179,98,38,56,0,11,141,84,115,62
1400000US29510115200,29510115200,"Census Tract 1152, St. Louis city, Missouri",697,113,222,91,39,39,22,32,0,11,22,32,0,11,17,19,183,80,27,40,27,40,27,40,0,11,0,11,0,11,156,74,156,74,35,34,71,51,50,49,0,11,475,101,288,84,151,70,84,60,20,22,47,42,137,57,187,73,43,33,22,24,7,12,6,12,9,14,21,20,144,68,74,51,35,35,0,11,39,42,70,49
1400000US29510115300,29510115300,"Census Tract 1153, St. Louis city, Missouri",1140,161,245,113,79,66,79,66,26,39,8,13,45,51,0,15,166,87,0,15,0,15,0,15,0,15,0,15,0,15,166,87,166,87,49,49,50,51,67,55,0,15,895,144,528,121,269,81,76,50,39,45,154,68,259,86,367,117,45,38,27,33,0,15,20,31,7,11,18,19,322,110,159,82,22,27,33,34,104,71,163,79
1400000US29510115400,29510115400,"Census Tract 1154, St. Louis city, Missouri",672,100,177,82,83,66,53,43,8,13,16,18,29,38,30,49,94,55,0,11,0,11,0,11,0,11,0,11,0,11,94,55,63,46,0,11,24,29,39,32,31,29,495,65,282,82,151,68,46,29,28,26,77,47,131,58,213,80,80,41,14,19,0,11,14,19,0,11,66,40,133,61,71,57,0,11,0,11,71,57,62,36
1400000US29510115500,29510115500,"Census Tract 1155, St. Louis city, Missouri",1318,233,521,194,207,149,117,105,50,65,26,40,41,60,90,96,314,142,0,15,0,15,0,15,0,15,0,15,0,15,314,142,287,138,46,62,44,71,197,142,27,33,797,193,520,162,219,122,92,91,62,65,65,59,301,104,277,118,62,56,28,34,0,15,15,26,13,23,34,39,215,112,73,89,0,15,0,15,73,89,142,102
1400000US29510115600,29510115600,"Census Tract 1156, St. Louis city, Missouri",1034,175,319,138,36,46,28,45,0,11,28,45,0,11,8,19,283,134,44,44,25,37,0,11,25,37,0,11,19,24,239,131,222,129,32,50,65,74,125,96,17,28,715,174,387,181,170,132,95,111,0,11,75,72,217,115,328,135,56,57,0,11,0,11,0,11,0,11,56,57,272,122,102,90,17,28,0,11,85,88,170,96
1400000US29510115700,29510115700,"Census Tract 1157, St. Louis city, Missouri",740,128,308,122,106,78,86,72,0,11,64,64,22,37,20,24,202,88,41,43,41,43,0,11,35,42,6,10,0,11,161,82,155,81,18,27,59,52,78,55,6,10,432,115,235,107,100,84,28,30,31,52,41,46,135,71,197,80,46,45,10,16,0,11,10,16,0,11,36,43,151,75,126,75,6,9,26,29,94,70,25,22
1400000US29510116100,29510116100,"Census Tract 1161, St. Louis city, Missouri",653,112,148,72,55,37,27,26,10,16,10,15,7,13,28,26,93,63,10,17,0,11,0,11,0,11,0,11,10,17,83,58,83,58,24,22,22,25,37,48,0,11,505,102,288,73,103,50,4,7,0,11,99,50,185,68,217,85,79,57,0,11,0,11,0,11,0,11,79,57,138,62,61,45,9,14,0,11,52,43,77,47
1400000US29510116200,29510116200,"Census Tract 1162, St. Louis city, Missouri",872,142,24,38,0,11,0,11,0,11,0,11,0,11,0,11,24,38,0,11,0,11,0,11,0,11,0,11,0,11,24,38,24,38,0,11,0,11,24,38,0,11,848,149,722,147,269,111,224,115,29,38,16,25,453,131,126,59,43,52,28,45,0,11,0,11,28,45,15,24,83,61,69,62,29,42,0,11,40,52,14,24
1400000US29510116301,29510116301,"Census Tract 1163.01, St. Louis city, Missouri",723,132,61,50,25,22,13,13,0,11,4,7,9,14,12,17,36,42,10,16,10,16,0,11,0,11,10,16,0,11,26,40,26,40,0,11,0,11,26,40,0,11,662,119,462,107,241,74,129,66,24,37,88,56,221,84,200,78,69,68,52,67,0,11,43,66,9,15,17,19,131,51,72,46,23,21,4,8,45,42,59,29
1400000US29510116302,29510116302,"Census Tract 1163.02, St. Louis city, Missouri",468,106,145,67,111,55,91,50,11,18,16,23,64,51,20,33,34,29,22,21,13,15,0,11,7,11,6,11,9,15,12,19,12,19,0,11,0,11,12,19,0,11,323,97,167,69,107,61,24,28,0,11,83,63,60,37,156,85,24,28,0,11,0,11,0,11,0,11,24,28,132,82,25,23,0,11,0,11,25,23,107,82
1400000US29510116400,29510116400,"Census Tract 1164, St. Louis city, Missouri",1049,162,351,141,81,64,61,57,25,41,15,22,21,34,20,32,270,119,9,15,9,15,9,15,0,11,0,11,0,11,261,119,201,106,50,41,108,83,43,48,60,42,698,163,250,89,56,44,10,17,13,23,33,33,194,87,448,150,135,81,108,75,18,29,21,35,69,61,27,29,313,124,210,101,79,71,11,18,120,91,103,71
1400000US29510116500,29510116500,"Census Tract 1165, St. Louis city, Missouri",900,155,117,75,19,20,19,20,12,19,7,11,0,11,0,11,98,73,0,11,0,11,0,11,0,11,0,11,0,11,98,73,91,72,73,69,0,11,18,20,7,11,783,136,471,115,196,74,96,46,21,28,79,55,275,82,312,98,109,74,96,73,41,51,29,37,26,36,13,14,203,87,78,63,32,31,32,47,14,17,125,67
1400000US29510117100,29510117100,"Census Tract 1171, St. Louis city, Missouri",248,63,4,6,4,6,0,11,0,11,0,11,0,11,4,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,244,63,152,44,22,15,10,10,7,9,5,6,130,44,92,43,19,24,19,24,0,11,0,11,19,24,0,11,73,34,45,27,17,24,4,7,24,16,28,24
1400000US29510117200,29510117200,"Census Tract 1172, St. Louis city, Missouri",1161,226,257,138,55,63,55,63,0,15,0,15,55,63,0,15,202,123,62,76,11,19,0,15,0,15,11,19,51,73,140,92,119,94,0,15,48,77,71,53,21,33,904,189,741,171,282,120,79,61,58,53,145,83,459,120,163,107,112,91,78,91,10,17,0,15,68,91,34,34,51,46,15,25,0,15,15,25,0,15,36,40
1400000US29510117400,29510117400,"Census Tract 1174, St. Louis city, Missouri",931,123,120,65,31,33,11,16,0,11,0,11,11,16,20,28,89,64,25,42,0,11,0,11,0,11,0,11,25,42,64,53,58,55,5,9,25,29,28,45,6,11,811,118,625,108,239,88,124,72,15,19,100,53,386,80,186,80,43,36,0,11,0,11,0,11,0,11,43,36,143,72,103,66,0,11,51,55,52,38,40,37
1400000US29510118100,29510118100,"Census Tract 1181, St. Louis city, Missouri",216,48,77,36,20,20,0,11,0,11,0,11,0,11,20,20,57,27,0,11,0,11,0,11,0,11,0,11,0,11,57,27,35,26,4,6,15,19,16,17,22,18,139,40,68,29,33,21,0,11,10,16,23,19,35,21,71,27,17,13,5,8,5,8,0,11,0,11,12,11,54,26,17,14,0,11,0,11,17,14,37,22
1400000US29510118400,29510118400,"Census Tract 1184, St. Louis city, Missouri",28,26,16,16,16,16,0,11,0,11,0,11,0,11,16,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,12,20,0,11,0,11,0,11,0,11,12,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US29510118600,29510118600,"Census Tract 1186, St. Louis city, Missouri",517,105,90,65,6,10,0,11,0,11,0,11,0,11,6,10,84,66,5,8,0,11,0,11,0,11,0,11,5,8,79,65,55,54,0,11,17,27,38,50,24,39,427,96,236,71,50,37,0,11,15,23,35,33,186,68,191,69,31,46,31,46,0,11,0,11,31,46,0,11,160,59,82,54,7,13,0,11,75,51,78,56
1400000US29510119101,29510119101,"Census Tract 1191.01, St. Louis city, Missouri",314,94,68,60,13,15,0,11,0,11,0,11,0,11,13,15,55,58,32,46,32,46,32,46,0,11,0,11,0,11,23,36,23,36,23,36,0,11,0,11,0,11,246,72,229,74,24,27,0,11,0,11,24,27,205,70,17,20,0,11,0,11,0,11,0,11,0,11,0,11,17,20,0,11,0,11,0,11,0,11,17,20
1400000US29510119102,29510119102,"Census Tract 1191.02, St. Louis city, Missouri",376,85,18,21,18,21,10,16,0,11,0,11,10,16,8,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,358,80,339,77,72,23,23,35,20,16,29,23,267,77,19,26,0,11,0,11,0,11,0,11,0,11,0,11,19,26,0,11,0,11,0,11,0,11,19,26
1400000US29510119200,29510119200,"Census Tract 1192, St. Louis city, Missouri",294,53,14,13,14,13,0,11,0,11,0,11,0,11,14,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,280,54,206,48,67,40,32,27,0,11,35,28,139,42,74,44,34,28,24,26,0,11,0,11,24,26,10,9,40,34,23,30,0,11,0,11,23,30,17,16
1400000US29510119300,29510119300,"Census Tract 1193, St. Louis city, Missouri",228,69,35,34,10,16,10,16,10,16,0,11,0,11,0,11,25,29,0,11,0,11,0,11,0,11,0,11,0,11,25,29,10,16,0,11,10,16,0,11,15,23,193,64,39,28,15,18,15,18,0,11,0,11,24,20,154,65,4,12,0,11,0,11,0,11,0,11,4,12,150,66,87,63,9,14,27,36,51,51,63,50
1400000US29510120200,29510120200,"Census Tract 1202, St. Louis city, Missouri",288,57,154,52,13,14,0,11,0,11,0,11,0,11,13,14,141,50,7,10,7,10,0,11,0,11,7,10,0,11,134,50,123,49,15,15,11,13,97,46,11,11,134,51,70,32,27,24,15,22,12,17,0,11,43,28,64,37,14,17,4,8,0,11,0,11,4,8,10,15,50,33,39,28,21,24,11,13,7,10,11,17
1400000US29510121100,29510121100,"Census Tract 1211, St. Louis city, Missouri",179,65,70,48,6,8,0,11,0,11,0,11,0,11,6,8,64,48,0,11,0,11,0,11,0,11,0,11,0,11,64,48,64,48,0,11,21,20,43,44,0,11,109,53,17,17,8,15,0,11,0,11,8,15,9,10,92,50,0,11,0,11,0,11,0,11,0,11,0,11,92,50,24,21,0,11,0,11,24,21,68,48
1400000US29510121200,29510121200,"Census Tract 1212, St. Louis city, Missouri",534,93,303,78,10,11,0,11,0,11,0,11,0,11,10,11,293,78,5,7,5,7,0,11,5,7,0,11,0,11,288,78,281,78,29,29,181,66,71,40,7,8,231,77,34,24,12,13,6,9,0,11,6,9,22,21,197,71,22,26,16,25,0,11,0,11,16,25,6,9,175,63,96,41,0,11,15,23,81,43,79,50
1400000US29510123100,29510123100,"Census Tract 1231, St. Louis city, Missouri",833,123,75,53,19,31,0,11,0,11,0,11,0,11,19,31,56,46,12,18,12,18,0,11,0,11,12,18,0,11,44,42,44,42,9,13,0,11,35,42,0,11,758,127,430,116,237,104,29,29,64,60,144,79,193,60,328,112,33,39,24,38,0,11,0,11,24,38,9,13,295,95,214,83,23,34,50,54,141,78,81,48
1400000US29510123200,29510123200,"Census Tract 1232, St. Louis city, Missouri",531,85,115,39,12,18,0,11,0,11,0,11,0,11,12,18,103,37,0,11,0,11,0,11,0,11,0,11,0,11,103,37,89,38,0,11,0,11,89,38,14,24,416,91,333,80,90,60,65,51,8,14,17,20,243,72,83,53,42,35,29,28,29,28,0,11,0,11,13,20,41,43,30,40,23,39,0,11,7,13,11,14
1400000US29510123300,29510123300,"Census Tract 1233, St. Louis city, Missouri",532,88,90,68,0,11,0,11,0,11,0,11,0,11,0,11,90,68,0,11,0,11,0,11,0,11,0,11,0,11,90,68,90,68,29,46,0,11,61,55,0,11,442,78,305,81,160,53,65,44,43,46,52,35,145,54,137,59,71,47,15,16,0,11,7,11,8,12,56,39,66,40,29,30,10,18,0,11,19,25,37,32
1400000US29510124100,29510124100,"Census Tract 1241, St. Louis city, Missouri",1095,147,439,121,57,49,40,45,0,15,0,15,40,45,17,18,382,123,8,12,0,15,0,15,0,15,0,15,8,12,374,123,366,122,54,51,90,63,222,107,8,12,656,132,367,120,187,100,18,29,95,82,74,48,180,81,289,109,52,51,32,47,7,11,0,15,25,41,20,20,237,100,170,96,59,66,33,40,78,61,67,51
1400000US29510124200,29510124200,"Census Tract 1242, St. Louis city, Missouri",638,113,298,107,72,55,9,14,0,11,0,11,9,14,63,53,226,94,35,42,25,40,0,11,0,11,25,40,10,15,191,84,182,85,22,28,18,19,142,80,9,13,340,85,143,64,67,46,26,35,9,15,32,23,76,47,197,60,58,44,50,43,21,33,29,27,0,11,8,14,139,59,89,55,8,12,36,42,45,42,50,42
1400000US29510124300,29510124300,"Census Tract 1243, St. Louis city, Missouri",631,93,62,49,27,37,0,11,0,11,0,11,0,11,27,37,35,39,12,17,12,17,12,17,0,11,0,11,0,11,23,33,23,33,0,11,23,33,0,11,0,11,569,95,425,102,78,50,61,49,7,11,10,16,347,94,144,68,67,49,50,44,0,11,0,11,50,44,17,22,77,57,66,55,7,11,30,47,29,29,11,14
1400000US29510124600,29510124600,"Census Tract 1246, St. Louis city, Missouri",458,59,278,60,54,26,13,16,0,11,9,14,4,7,41,23,224,62,58,34,54,33,12,20,7,11,35,25,4,6,166,59,150,59,16,20,33,27,101,61,16,15,180,43,68,30,25,19,0,11,10,11,15,16,43,20,112,44,39,29,22,17,0,11,17,17,5,7,17,17,73,42,29,31,0,11,18,26,11,11,44,25
1400000US29510125500,29510125500,"Census Tract 1255, St. Louis city, Missouri",349,102,25,40,0,11,0,11,0,11,0,11,0,11,0,11,25,40,0,11,0,11,0,11,0,11,0,11,0,11,25,40,0,11,0,11,0,11,0,11,25,40,324,94,254,73,84,33,84,33,0,11,0,11,170,69,70,67,24,37,0,11,0,11,0,11,0,11,24,37,46,58,28,46,0,11,0,11,28,46,18,36
1400000US29510125600,29510125600,"Census Tract 1256, St. Louis city, Missouri",516,189,85,95,16,26,0,11,0,11,0,11,0,11,16,26,69,92,0,11,0,11,0,11,0,11,0,11,0,11,69,92,69,92,0,11,54,89,15,24,0,11,431,179,234,115,45,44,31,36,0,11,14,23,189,106,197,139,122,128,0,11,0,11,0,11,0,11,122,128,75,75,32,37,0,11,0,11,32,37,43,68
1400000US29510125700,29510125700,"Census Tract 1257, St. Louis city, Missouri",840,140,597,151,0,11,0,11,0,11,0,11,0,11,0,11,597,151,33,34,33,34,10,16,23,33,0,11,0,11,564,146,483,137,44,49,149,109,290,137,81,66,243,111,41,42,0,11,0,11,0,11,0,11,41,42,202,103,6,10,0,11,0,11,0,11,0,11,6,10,196,102,149,100,26,40,0,11,123,92,47,35
1400000US29510126600,29510126600,"Census Tract 1266, St. Louis city, Missouri",740,131,370,116,51,40,51,40,19,29,0,11,32,30,0,11,319,109,7,15,7,15,7,15,0,11,0,11,0,11,312,105,312,105,77,69,74,64,161,82,0,11,370,114,120,60,58,50,28,30,9,19,21,32,62,39,250,92,20,31,0,11,0,11,0,11,0,11,20,31,230,90,173,77,17,28,56,49,100,61,57,45
1400000US29510126700,29510126700,"Census Tract 1267, St. Louis city, Missouri",232,70,93,45,7,12,7,12,0,11,0,11,7,12,0,11,86,44,31,31,25,29,17,27,0,11,8,11,6,8,55,35,32,26,6,8,15,20,11,15,23,24,139,61,53,30,0,11,0,11,0,11,0,11,53,30,86,51,16,25,0,11,0,11,0,11,0,11,16,25,70,46,45,40,0,11,1,5,44,39,25,19
1400000US29510126800,29510126800,"Census Tract 1268, St. Louis city, Missouri",853,117,21,22,0,11,0,11,0,11,0,11,0,11,0,11,21,22,14,16,10,15,0,11,0,11,10,15,4,6,7,13,7,13,0,11,0,11,7,13,0,11,832,119,641,105,225,66,123,54,0,11,102,55,416,85,191,72,92,52,38,45,0,11,0,11,38,45,54,33,99,46,33,26,0,11,0,11,33,26,66,39
1400000US29510126900,29510126900,"Census Tract 1269, St. Louis city, Missouri",894,138,285,130,134,80,66,70,0,11,37,57,29,45,68,47,151,104,42,39,0,11,0,11,0,11,0,11,42,39,109,89,106,89,31,49,0,11,75,74,3,7,609,107,181,65,74,48,26,25,0,11,48,40,107,44,428,101,14,16,8,13,0,11,0,11,8,13,6,9,414,102,260,88,17,19,36,56,207,86,154,57
1400000US29510127000,29510127000,"Census Tract 1270, St. Louis city, Missouri",228,79,31,38,0,11,0,11,0,11,0,11,0,11,0,11,31,38,4,6,0,11,0,11,0,11,0,11,4,6,27,39,15,25,0,11,0,11,15,25,12,19,197,77,59,27,1,5,0,11,0,11,1,5,58,28,138,72,40,30,20,18,10,16,0,11,10,16,20,24,98,67,75,64,60,62,11,19,4,7,23,27
1400000US29510127100,29510127100,"Census Tract 1271, St. Louis city, Missouri",446,72,184,65,0,11,0,11,0,11,0,11,0,11,0,11,184,65,17,15,12,13,6,9,6,9,0,11,5,7,167,63,149,63,9,10,22,21,118,63,18,24,262,64,120,40,57,28,0,11,0,11,57,28,63,30,142,53,15,15,7,9,0,11,0,11,7,9,8,11,127,51,63,45,5,7,14,23,44,37,64,31
1400000US29510127200,29510127200,"Census Tract 1272, St. Louis city, Missouri",921,156,71,44,59,40,18,30,0,11,0,11,18,30,41,41,12,18,12,18,12,18,0,11,0,11,12,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,850,153,689,128,260,112,65,48,21,26,174,109,429,114,161,114,0,11,0,11,0,11,0,11,0,11,0,11,161,114,95,107,81,103,6,11,8,13,66,41
1400000US29510127300,29510127300,"Census Tract 1273, St. Louis city, Missouri",720,138,175,91,38,48,0,11,0,11,0,11,0,11,38,48,137,83,18,22,18,22,9,15,0,11,9,16,0,11,119,79,79,60,0,11,25,30,54,57,40,56,545,111,335,62,151,44,9,16,38,31,104,52,184,50,210,98,21,23,13,20,0,11,0,11,13,20,8,12,189,93,106,79,22,24,0,11,84,78,83,59
1400000US29510127400,29510127400,"Census Tract 1274, St. Louis city, Missouri",1335,180,617,171,0,15,0,15,0,15,0,15,0,15,0,15,617,171,13,20,13,20,0,15,0,15,13,20,0,15,604,171,544,171,122,123,185,114,237,126,60,67,718,223,570,215,291,180,60,58,96,80,135,158,279,130,148,80,27,27,7,10,7,10,0,15,0,15,20,26,121,77,18,33,0,15,0,15,18,33,103,68
1400000US29510127500,29510127500,"Census Tract 1275, St. Louis city, Missouri",455,100,146,74,21,33,21,33,0,11,0,11,21,33,0,11,125,70,17,27,0,11,0,11,0,11,0,11,17,27,108,65,87,58,42,45,0,11,45,33,21,24,309,95,134,71,70,59,40,44,0,11,30,30,64,42,175,72,8,13,0,11,0,11,0,11,0,11,8,13,167,71,115,59,22,24,14,20,79,53,52,36
1400000US29510127600,29510127600,"Census Tract 1276, St. Louis city, Missouri",439,102,11,14,6,10,6,10,0,11,0,11,6,10,0,11,5,9,0,11,0,11,0,11,0,11,0,11,0,11,5,9,5,9,0,11,0,11,5,9,0,11,428,100,288,99,65,40,17,22,11,23,37,38,223,91,140,77,20,23,11,17,0,11,0,11,11,17,9,15,120,81,80,66,0,11,0,11,80,66,40,41
